iter	Logloss
202	0.4504192521
203	0.4503317452
204	0.4502475168
205	0.4501477251
206	0.4500466621
207	0.4499783286
208	0.4499069544
209	0.4498292156
210	0.4497592924
211	0.4496633369
212	0.4495862022
213	0.4495014356
214	0.4494235994
215	0.449356403
216	0.4492718188
217	0.4491964862
218	0.4491244148
219	0.4490548904
220	0.4489850805
221	0.4489174823
222	0.4488397534
223	0.4487505143
224	0.4486827222
225	0.4486081179
226	0.4485348569
227	0.4484685839
228	0.4484009748
229	0.4483442253
230	0.448245064
231	0.4481663257
232	0.448085177
233	0.4479885183
234	0.447924032
235	0.4478589921
236	0.4477818625
237	0.4477275362
238	0.4476546125
239	0.4475727536
240	0.4474987948
241	0.4474257219
242	0.447352848
243	0.4473042223
244	0.4472262597
245	0.447161713
246	0.4471057877
247	0.4470484367
248	0.4469855033
249	0.4469062584
250	0.4468297632
251	0.4467532305
252	0.4466970519
253	0.4466347898
254	0.4465566201
255	0.4464721009
256	0.4464060385
257	0.4463409683
258	0.4462871223
259	0.4462248379
260	0.4461969044
261	0.4461415689
262	0.4460564734
263	0.4459705657
264	0.4459257709
265	0.4458645841
266	0.445789335
267	0.4457296437
268	0.4456584922
269	0.4456051092
270	0.4455455262
271	0.445465005
272	0.4453950367
273	0.4453226413
274	0.4452642347
275	0.4451728106
276	0.4450901379
277	0.4450288881
278	0.4449516132
279	0.4449043272
280	0.4448538465
281	0.4447614342
282	0.4446964875
283	0.4446566842
284	0.4445958528
285	0.4444967849
286	0.4444304716
287	0.4443843358
288	0.4443046151
289	0.4442221878
290	0.4441647987
291	0.4441008888
292	0.4440244822
293	0.4439689275
294	0.4438975345
295	0.443822984
296	0.4437657458
297	0.4437100593
298	0.4436494348
299	0.4435525885
300	0.443501282
301	0.4434130885
302	0.4433558798
303	0.4433215343
304	0.4432513848
305	0.4432001083
306	0.4431545263
307	0.4430972439
308	0.4430244452
309	0.4429570785
310	0.4428713213
311	0.4428075052
312	0.4427382475
313	0.4426926992
314	0.44264015
315	0.4425725826
316	0.4425145567
317	0.4424527872
318	0.4423977557
319	0.4423362282
320	0.4422759878
321	0.4422155987
322	0.4421524434
323	0.4420862726
324	0.4420166287
325	0.4419655934
326	0.4419004882
327	0.4418316036
328	0.4417567038
329	0.4417248079
330	0.4416869073
331	0.4416295593
332	0.441564178
333	0.4414729927
334	0.4413963719
335	0.4413394532
336	0.4412879115
337	0.4412184551
338	0.4411641481
339	0.441127435
340	0.4410745476
341	0.441041729
342	0.4409837642
343	0.4409242624
344	0.4408707932
345	0.4407994625
346	0.4407457039
347	0.4407036317
348	0.4406418316
349	0.4405796242
350	0.4405020825
351	0.4404375899
352	0.4403871293
353	0.4403225551
354	0.4402618767
355	0.4402032795
356	0.4401450056
357	0.4400715407
358	0.4400276788
359	0.4399837122
360	0.4399646202
361	0.4399084501
362	0.4398716521
363	0.4398167067
364	0.4397477156
365	0.4396809803
366	0.4396333614
367	0.4395758795
368	0.4395349216
369	0.4394773482
370	0.4394163911
371	0.4393438587
372	0.4392968078
373	0.4392396521
374	0.439181372
375	0.4391120182
376	0.4390389609
377	0.4389669744
378	0.4389073224
379	0.4388610077
380	0.4387998251
381	0.4387695831
382	0.4387265727
383	0.4387002962
384	0.4386933326
385	0.4386380982
386	0.4385594118
387	0.4385543033
388	0.4384921675
389	0.4384302925
390	0.4383692895
391	0.4383207709
392	0.4382743215
393	0.4382436552
394	0.4381942452
395	0.4381437623
396	0.4380795658
397	0.4380313412
398	0.4379767125
399	0.4379285492
400	0.4378683668
401	0.4378456144
402	0.4377666112
403	0.4377253775
404	0.437685587
405	0.4376388661
406	0.4375981838
407	0.4375935542
408	0.4375344502
409	0.4374794136
410	0.4374056654
411	0.4373490145
412	0.4373058259
413	0.4372415676
414	0.4372372636
415	0.4371794989
416	0.4371040623
417	0.4370393552
418	0.4370145575
419	0.4369593897
420	0.4368999616
421	0.4368410533
422	0.4367902566
423	0.4367186219
424	0.436662987
425	0.436617245
426	0.4365854919
427	0.436524825
428	0.4364800793
429	0.4364364045
430	0.4363683299
431	0.436318091
432	0.4362734079
433	0.4362292669
434	0.4361658982
435	0.4361334646
436	0.4361067617
437	0.4360568001
438	0.4359895598
439	0.4359420895
440	0.4358828324
441	0.4358056482
442	0.4357529831
443	0.4356820525
444	0.4356414686
445	0.4355791434
446	0.4355466365
447	0.4354821449
448	0.4354356391
449	0.4353869741
450	0.4353369763
451	0.4352921835
452	0.4352485442
453	0.435223866
454	0.4351567367
455	0.4350959476
456	0.4350217196
457	0.4349813042
458	0.434900821
459	0.4348549949
460	0.4348032659
461	0.4347694229
462	0.4347258299
463	0.4346812678
464	0.4346202611
465	0.4345492915
466	0.4344981196
467	0.434451298
468	0.4344108476
469	0.4343811643
470	0.4343291062
471	0.4342672234
472	0.4342652995
473	0.4341928823
474	0.4341255913
475	0.434082564
476	0.4340249443
477	0.4339888377
478	0.4339371374
479	0.4338983525
480	0.433841578
481	0.4337681018
482	0.4337332036
483	0.4336776688
484	0.4336124449
485	0.433555356
486	0.4334972483
487	0.4334488715
488	0.4334095773
489	0.4333489874
490	0.4333046998
491	0.433273234
492	0.4332311263
493	0.4331805413
494	0.4331373817
495	0.4330859218
496	0.4330257011
497	0.4330235395
498	0.4329577757
499	0.4328873813
500	0.4328311229
501	0.4327774817
502	0.4327401089
503	0.4326890131
504	0.4326463127
505	0.4325899437
506	0.4325413338
507	0.4324844825
508	0.432448542
509	0.4323980635
510	0.4323355459
511	0.4322694742
512	0.4322186357
513	0.4321432633
514	0.4320839234
515	0.4320406318
516	0.4320393478
517	0.4320015337
518	0.4319572902
519	0.4318793091
520	0.4318234027
521	0.4317779159
522	0.4317279508
523	0.4316786316
524	0.4316726106
525	0.4316153386
526	0.4315770892
527	0.4315311984
528	0.4314739297
529	0.4314332016
530	0.4313932074
531	0.4313600749
532	0.4312886768
533	0.4312531587
534	0.4312096713
535	0.431150752
536	0.4311460841
537	0.4310986454
538	0.4310377744
539	0.4310038447
540	0.4309537752
541	0.4309280376
542	0.4308651169
543	0.4308231371
544	0.4307695031
545	0.4307112776
546	0.4306755421
547	0.4306422045
548	0.4305998688
549	0.4305510108
550	0.4304891686
551	0.4304359768
552	0.4303878189
553	0.4303431712
554	0.4303068212
555	0.4302595736
556	0.4302083648
557	0.430157849
558	0.4301152786
559	0.4300763422
560	0.4300415804
561	0.4299919338
562	0.4299148639
563	0.4298457315
564	0.4298090785
565	0.4297766008
566	0.4297292042
567	0.4296836936
568	0.4296303755
569	0.4295682595
570	0.4295060894
571	0.4294543258
572	0.42941662
573	0.4293653054
574	0.4293087192
575	0.4292687143
576	0.4292136918
577	0.4291527388
578	0.4291081364
579	0.4291056569
580	0.429051172
581	0.4290027252
582	0.4289782402
583	0.4289227422
584	0.4288499726
585	0.4287996942
586	0.4287601043
587	0.428727715
588	0.4286805792
589	0.4286527095
590	0.4286091873
591	0.428569927
592	0.4285125471
593	0.4284482592
594	0.4284164985
595	0.4283725181
596	0.4283427075
597	0.428282807
598	0.4282396426
599	0.4281723845
600	0.4281222371
601	0.4280623137
602	0.4280045536
603	0.427949335
604	0.4278880755
605	0.427833396
606	0.4277622908
607	0.4276984947
608	0.4276368944
609	0.4275857538
610	0.4275407866
611	0.4274966035
612	0.4274597777
613	0.4274168323
614	0.4273696921
615	0.4273388105
616	0.4272984994
617	0.4272584466
618	0.427216819
619	0.4271760678
620	0.4271411536
621	0.427099717
622	0.4270699868
623	0.4270293604
624	0.4269752138
625	0.4269209794
626	0.4268837799
627	0.4268382844
628	0.4267885324
629	0.4267742723
630	0.4267374526
631	0.4267002462
632	0.4266760202
633	0.4266506127
634	0.4266046846
635	0.42655306
636	0.4264941389
637	0.4264503513
638	0.426392995
639	0.4263502078
640	0.4263103201
641	0.4262672237
642	0.4262153053
643	0.4261783293
644	0.4261296768
645	0.4260740617
646	0.4260332698
647	0.4259848073
648	0.4259288137
649	0.4259032842
650	0.4258542072
651	0.4258059929
652	0.4257752923
653	0.42573414
654	0.4256947171
655	0.4256466373
656	0.4256173236
657	0.4255878462
658	0.4255254898
659	0.4255094872
660	0.4254629747
661	0.4254052319
662	0.4253656232
663	0.4253053096
664	0.4252414558
665	0.4252008776
666	0.4251572447
667	0.4251232738
668	0.4250927359
669	0.4250420976
670	0.4249703556
671	0.4249062587
672	0.4248738835
673	0.4248329241
674	0.4247755963
675	0.424772948
676	0.4247327052
677	0.4246747563
678	0.4246411784
679	0.4245813233
680	0.4245355187
681	0.4244906002
682	0.4244696313
683	0.4244172852
684	0.4243772137
685	0.4243366342
686	0.4242837691
687	0.4242374826
688	0.4242028832
689	0.4241867868
690	0.4241364092
691	0.4241346711
692	0.4240882722
693	0.4240576076
694	0.4240220571
695	0.4239748906
696	0.4239234838
697	0.4238938911
698	0.4238448536
699	0.4237947337
700	0.4237410345
701	0.4236827275
702	0.4236227499
703	0.4235934678
704	0.4235535759
705	0.4235315778
706	0.4234711406
707	0.4234162918
708	0.4233624455
709	0.4233324199
710	0.4232873266
711	0.4232429663
712	0.4231915035
713	0.4231315889
714	0.4230879674
715	0.4230332462
716	0.4229778182
717	0.4229644172
718	0.4229149101
719	0.422859276
720	0.4228224406
721	0.4227900815
722	0.4227344189
723	0.4226841399
724	0.4226638434
725	0.422626681
726	0.4225829554
727	0.4225243261
728	0.4224767512
729	0.4224235678
730	0.4223768827
731	0.4223353944
732	0.4222855405
733	0.4222343956
734	0.4221927416
735	0.4221576003
736	0.4221061129
737	0.422044989
738	0.4219967063
739	0.4219734381
740	0.4219407041
741	0.4218886713
742	0.4218494139
743	0.4218069472
744	0.421801149
745	0.4217514859
746	0.4217020293
747	0.4216475227
748	0.4216009939
749	0.4215621218
750	0.4215342325
751	0.4214776343
752	0.4214337839
753	0.4213914294
754	0.4213425041
755	0.4212977339
756	0.4212778498
757	0.4212321582
758	0.4211953266
759	0.4211743212
760	0.4211271447
761	0.4210745203
762	0.4210305032
763	0.4209763126
764	0.4209217864
765	0.4208913806
766	0.420866989
767	0.42081587
768	0.4207876286
769	0.4207509726
770	0.4207230399
771	0.4206917794
772	0.4206419657
773	0.4205923854
774	0.4205560587
775	0.4205070375
776	0.4204713331
777	0.4204380277
778	0.4204219846
779	0.4203771817
780	0.4203325622
781	0.4203042117
782	0.4202755295
783	0.4202414435
784	0.4201940578
785	0.4201608922
786	0.4201313194
787	0.4200842987
788	0.4200512705
789	0.4200077496
790	0.4199628035
791	0.4199145441
792	0.4198727168
793	0.4198193417
794	0.4197991721
795	0.4197625813
796	0.4197254968
797	0.4196721132
798	0.4196327242
799	0.4196010539
800	0.4195672215
801	0.4195395478
802	0.4195049398
803	0.419491143
804	0.4194377091
805	0.419403613
806	0.4193550105
807	0.4193538301
808	0.4193153016
809	0.4192685825
810	0.4192338297
811	0.4191839596
812	0.4191289466
813	0.4190620764
814	0.4190113972
815	0.4189653292
816	0.4189140019
817	0.4188734891
818	0.4188266526
819	0.4187994387
820	0.4187985688
821	0.4187406251
822	0.4186884488
823	0.4186606841
824	0.4186111915
825	0.4185963233
826	0.4185714539
827	0.4185360134
828	0.4184869718
829	0.4184362498
830	0.4183896701
831	0.4183441914
832	0.4182936619
833	0.4182546132
834	0.4182139704
835	0.4181686679
836	0.4181396605
837	0.4180898924
838	0.418051354
839	0.4179995416
840	0.4179582044
841	0.4179285369
842	0.4178876499
843	0.4178560437
844	0.4178039035
845	0.4177662363
846	0.417726883
847	0.4176857121
848	0.4176464027
849	0.4175988737
850	0.4175502331
851	0.4175360876
852	0.417512742
853	0.4174612343
854	0.4174406345
855	0.4174012
856	0.4173714165
857	0.4173356963
858	0.4172952843
859	0.41725305
860	0.4172209363
861	0.4171783728
862	0.4171319273
863	0.4170906853
864	0.4170896792
865	0.417032798
866	0.4169932543
867	0.41693716
868	0.4169243358
869	0.4168898102
870	0.4168442381
871	0.4168075033
872	0.4167834235
873	0.4167461852
874	0.4167017721
875	0.4166638535
876	0.4166302943
877	0.4165711376
878	0.4165408011
879	0.4165161089
880	0.4164742123
881	0.4164088512
882	0.4163575108
883	0.4163135639
884	0.4162838115
885	0.4162440272
886	0.416208819
887	0.4161927376
888	0.4161496852
889	0.4161196888
890	0.4160773741
891	0.4160457287
892	0.4159960401
893	0.4159512766
894	0.4159280029
895	0.4158851343
896	0.4158383331
897	0.4157855279
898	0.4157373187
899	0.4156940695
900	0.4156441637
901	0.4156111049
902	0.4155503674
903	0.4155165934
904	0.4154711417
905	0.4154372584
906	0.4153886178
907	0.4153502462
908	0.4153037437
909	0.4152710708
910	0.4152442938
911	0.4152017337
912	0.4151694813
913	0.4151258176
914	0.4150903359
915	0.415054946
916	0.4150032861
917	0.4149658957
918	0.4149174651
919	0.4148657113
920	0.4148266798
921	0.4147656095
922	0.414726007
923	0.4146935762
924	0.4146498578
925	0.4145896329
926	0.4145593997
927	0.4145211001
928	0.4144756892
929	0.4144222025
930	0.414377053
931	0.4143416297
932	0.4142995763
933	0.4142799659
934	0.4142434058
935	0.4142181577
936	0.414150569
937	0.4141155149
938	0.4140774323
939	0.4140374765
940	0.414022841
941	0.4139772174
942	0.4139313277
943	0.4138882362
944	0.4138451637
945	0.4137995182
946	0.4137582864
947	0.4137240227
948	0.4136836199
949	0.4136263385
950	0.4135918539
951	0.4135339667
952	0.4134905805
953	0.4134546094
954	0.4134207573
955	0.4133856586
956	0.4133427897
957	0.4133032984
958	0.4132815249
959	0.4132261136
960	0.4131886033
961	0.413134162
962	0.4130890481
963	0.4130850364
964	0.4130567626
965	0.4130095009
966	0.4129993552
967	0.4129632492
968	0.4129346339
969	0.4128871728
970	0.4128545914
971	0.4128172964
972	0.4127925663
973	0.4127456805
974	0.4127309712
975	0.4126929936
976	0.4126632566
977	0.412635431
978	0.4126003167
979	0.4125741497
980	0.4125155774
981	0.4124712764
982	0.4124179735
983	0.4123774689
984	0.4123319489
985	0.4122866877
986	0.412250212
987	0.4121925913
988	0.4121422198
989	0.4120862168
990	0.4120790915
991	0.4120258248
992	0.4119760953
993	0.4119397137
994	0.4119149297
995	0.4118793584
996	0.4118454598
997	0.411819427
998	0.4117855518
999	0.4117346166
